city,lat,lon,year,month,avg_rainfall
Itanagar,27.08,93.6,2007,12,0.54
Itanagar,27.08,93.6,2008,1,1.463
Itanagar,27.08,93.6,2008,2,0.561
Itanagar,27.08,93.6,2008,3,2.899
Itanagar,27.08,93.6,2008,4,5.907
Itanagar,27.08,93.6,2008,5,7.541
Itanagar,27.08,93.6,2008,6,15.435
Itanagar,27.08,93.6,2008,7,12.695
Itanagar,27.08,93.6,2008,8,14.201
Itanagar,27.08,93.6,2008,9,6.534
Itanagar,27.08,93.6,2008,10,3.06
Itanagar,27.08,93.6,2008,11,0.207
Itanagar,27.08,93.6,2008,12,0.166
Itanagar,27.08,93.6,2009,1,0.564
Itanagar,27.08,93.6,2009,2,0.531
Itanagar,27.08,93.6,2009,3,1.302
Itanagar,27.08,93.6,2009,4,5.292
Itanagar,27.08,93.6,2009,5,7.419
Itanagar,27.08,93.6,2009,6,10.868
Itanagar,27.08,93.6,2009,7,12.182
Itanagar,27.08,93.6,2009,8,16.999
Itanagar,27.08,93.6,2009,9,5.444
Itanagar,27.08,93.6,2009,10,4.619
Itanagar,27.08,93.6,2009,11,0.648
Itanagar,27.08,93.6,2009,12,0.352
Itanagar,27.08,93.6,2010,1,0.012
Itanagar,27.08,93.6,2010,2,0.147
Itanagar,27.08,93.6,2010,3,4.945
Itanagar,27.08,93.6,2010,4,10.28
Itanagar,27.08,93.6,2010,5,8.252
Itanagar,27.08,93.6,2010,6,19.88
Itanagar,27.08,93.6,2010,7,13.122
Itanagar,27.08,93.6,2010,8,13.444
Itanagar,27.08,93.6,2010,9,14.351
Itanagar,27.08,93.6,2010,10,2.337
Itanagar,27.08,93.6,2010,11,1.247
Itanagar,27.08,93.6,2010,12,0.28
Itanagar,27.08,93.6,2011,1,0.441
Itanagar,27.08,93.6,2011,2,0.392
Itanagar,27.08,93.6,2011,3,3.812
Itanagar,27.08,93.6,2011,4,4.138
Itanagar,27.08,93.6,2011,5,8.738
Itanagar,27.08,93.6,2011,6,9.95
Itanagar,27.08,93.6,2011,7,19.513
Itanagar,27.08,93.6,2011,8,10.278
Itanagar,27.08,93.6,2011,9,10.118
Itanagar,27.08,93.6,2011,10,0.297
Itanagar,27.08,93.6,2011,11,1.002
Itanagar,27.08,93.6,2011,12,0.394
Itanagar,27.08,93.6,2012,1,0.385
Itanagar,27.08,93.6,2012,2,0.211
Itanagar,27.08,93.6,2012,3,1.251
Itanagar,27.08,93.6,2012,4,6.354
Itanagar,27.08,93.6,2012,5,8.369
Itanagar,27.08,93.6,2012,6,16.413
Itanagar,27.08,93.6,2012,7,13.792
Itanagar,27.08,93.6,2012,8,11.213
Itanagar,27.08,93.6,2012,9,13.318
Itanagar,27.08,93.6,2012,10,5.103
Itanagar,27.08,93.6,2012,11,0.276
Itanagar,27.08,93.6,2012,12,0.37
Itanagar,27.08,93.6,2013,1,0.145
Itanagar,27.08,93.6,2013,2,0.305
Itanagar,27.08,93.6,2013,3,2.208
Itanagar,27.08,93.6,2013,4,4.368
Itanagar,27.08,93.6,2013,5,9.615
Itanagar,27.08,93.6,2013,6,10.272
Itanagar,27.08,93.6,2013,7,14.215
Itanagar,27.08,93.6,2013,8,12.931
Itanagar,27.08,93.6,2013,9,6.669
Itanagar,27.08,93.6,2013,10,5.803
Itanagar,27.08,93.6,2013,11,0.045
Itanagar,27.08,93.6,2013,12,0.245
Itanagar,27.08,93.6,2014,1,0.096
Itanagar,27.08,93.6,2014,2,1.587
Itanagar,27.08,93.6,2014,3,0.75
Itanagar,27.08,93.6,2014,4,1.018
Itanagar,27.08,93.6,2014,5,13.092
Itanagar,27.08,93.6,2014,6,11.484
Itanagar,27.08,93.6,2014,7,12.385
Itanagar,27.08,93.6,2014,8,13.129
Itanagar,27.08,93.6,2014,9,14.258
Itanagar,27.08,93.6,2014,10,0.756
Itanagar,27.08,93.6,2014,11,0.358
Itanagar,27.08,93.6,2014,12,0.14
Itanagar,27.08,93.6,2015,1,0.324
Itanagar,27.08,93.6,2015,2,0.714
Itanagar,27.08,93.6,2015,3,0.718
Itanagar,27.08,93.6,2015,4,6.476
Itanagar,27.08,93.6,2015,5,12.04
Itanagar,27.08,93.6,2015,6,21.278
Itanagar,27.08,93.6,2015,7,9.851
Itanagar,27.08,93.6,2015,8,16.256
Itanagar,27.08,93.6,2015,9,7.727
Itanagar,27.08,93.6,2015,10,1.948
Itanagar,27.08,93.6,2015,11,0.844
Itanagar,27.08,93.6,2015,12,0.837
Itanagar,27.08,93.6,2016,1,1.069
Itanagar,27.08,93.6,2016,2,1.409
Itanagar,27.08,93.6,2016,3,2.818
Itanagar,27.08,93.6,2016,4,9.264
Itanagar,27.08,93.6,2016,5,8.407
Itanagar,27.08,93.6,2016,6,10.478
Itanagar,27.08,93.6,2016,7,16.745
Itanagar,27.08,93.6,2016,8,7.072
Itanagar,27.08,93.6,2016,9,11.802
Itanagar,27.08,93.6,2016,10,3.386
Itanagar,27.08,93.6,2016,11,0.547
Itanagar,27.08,93.6,2016,12,0.116
Kohima,25.67,94.11,2007,1,0.411
Kohima,25.67,94.11,2007,2,2.271
Kohima,25.67,94.11,2007,3,0.347
Kohima,25.67,94.11,2007,4,3.973
Kohima,25.67,94.11,2007,5,4.32
Kohima,25.67,94.11,2007,6,5.296
Kohima,25.67,94.11,2007,7,4.235
Kohima,25.67,94.11,2007,8,3.372
Kohima,25.67,94.11,2007,9,4.389
Kohima,25.67,94.11,2007,10,2.635
Kohima,25.67,94.11,2007,11,1.548
Kohima,25.67,94.11,2007,12,0.171
Kohima,25.67,94.11,2008,1,0.649
Kohima,25.67,94.11,2008,2,0.449
Kohima,25.67,94.11,2008,3,1.741
Kohima,25.67,94.11,2008,4,1.639
Kohima,25.67,94.11,2008,5,4.267
Kohima,25.67,94.11,2008,6,6.48
Kohima,25.67,94.11,2008,7,8.008
Kohima,25.67,94.11,2008,8,8.144
Kohima,25.67,94.11,2008,9,3.364
Kohima,25.67,94.11,2008,10,3.155
Kohima,25.67,94.11,2008,11,0.131
Kohima,25.67,94.11,2008,12,0.087
Kohima,25.67,94.11,2009,1,0.166
Kohima,25.67,94.11,2009,2,0.616
Kohima,25.67,94.11,2009,3,1.382
Kohima,25.67,94.11,2009,4,2.651
Kohima,25.67,94.11,2009,5,4.173
Kohima,25.67,94.11,2009,6,4.892
Kohima,25.67,94.11,2009,7,6.186
Kohima,25.67,94.11,2009,8,7.986
Kohima,25.67,94.11,2009,9,3.89
Kohima,25.67,94.11,2009,10,4.385
Kohima,25.67,94.11,2009,11,0.461
Kohima,25.67,94.11,2009,12,0.256
Kohima,25.67,94.11,2010,1,0.148
Kohima,25.67,94.11,2010,2,0.178
Kohima,25.67,94.11,2010,3,4.273
Kohima,25.67,94.11,2010,4,7.11
Kohima,25.67,94.11,2010,5,5.802
Kohima,25.67,94.11,2010,6,10.485
Kohima,25.67,94.11,2010,7,8.907
Kohima,25.67,94.11,2010,8,4.905
Kohima,25.67,94.11,2010,9,6.686
Kohima,25.67,94.11,2010,10,4.221
Kohima,25.67,94.11,2010,11,0.801
Kohima,25.67,94.11,2010,12,0.937
Kohima,25.67,94.11,2011,1,0.631
Kohima,25.67,94.11,2011,2,0.194
Kohima,25.67,94.11,2011,3,2.445
Kohima,25.67,94.11,2011,4,2.458
Kohima,25.67,94.11,2011,5,7.372
Kohima,25.67,94.11,2011,6,8.031
Kohima,25.67,94.11,2011,7,9.531
Kohima,25.67,94.11,2011,8,9.106
Kohima,25.67,94.11,2011,9,5.109
Kohima,25.67,94.11,2011,10,0.591
Kohima,25.67,94.11,2011,11,0.601
Kohima,25.67,94.11,2011,12,0.157
Kohima,25.67,94.11,2012,1,0.475
Kohima,25.67,94.11,2012,2,0.198
Kohima,25.67,94.11,2012,3,1.344
Kohima,25.67,94.11,2012,4,5.752
Kohima,25.67,94.11,2012,5,3.366
Kohima,25.67,94.11,2012,6,8.395
Kohima,25.67,94.11,2012,7,6.835
Kohima,25.67,94.11,2012,8,4.345
Kohima,25.67,94.11,2012,9,7.395
Kohima,25.67,94.11,2012,10,3.853
Kohima,25.67,94.11,2012,11,1.404
Kohima,25.67,94.11,2012,12,0.264
Kohima,25.67,94.11,2013,1,0.039
Kohima,25.67,94.11,2013,2,0.138
Kohima,25.67,94.11,2013,3,1.205
Kohima,25.67,94.11,2013,4,3.167
Kohima,25.67,94.11,2013,5,8.979
Kohima,25.67,94.11,2013,6,5.243
Kohima,25.67,94.11,2013,7,10.405
Kohima,25.67,94.11,2013,8,8.951
Kohima,25.67,94.11,2013,9,7.05
Kohima,25.67,94.11,2013,10,3.412
Kohima,25.67,94.11,2013,11,0.014
Kohima,25.67,94.11,2013,12,0.105
Kohima,25.67,94.11,2014,1,0.022
Kohima,25.67,94.11,2014,2,0.9
Kohima,25.67,94.11,2014,3,0.901
Kohima,25.67,94.11,2014,4,0.94
Kohima,25.67,94.11,2014,5,7.232
Kohima,25.67,94.11,2014,6,9.145
Kohima,25.67,94.11,2014,7,4.039
Kohima,25.67,94.11,2014,8,7.787
Kohima,25.67,94.11,2014,9,6.07
Kohima,25.67,94.11,2014,10,1.16
Kohima,25.67,94.11,2014,11,0.131
Kohima,25.67,94.11,2014,12,0.056
Kohima,25.67,94.11,2015,1,0.936
Kohima,25.67,94.11,2015,2,0.454
Kohima,25.67,94.11,2015,3,0.717
Kohima,25.67,94.11,2015,4,6.16
Kohima,25.67,94.11,2015,5,4.181
Kohima,25.67,94.11,2015,6,9.655
Kohima,25.67,94.11,2015,7,11.474
Kohima,25.67,94.11,2015,8,9.702
Kohima,25.67,94.11,2015,9,5.781
Kohima,25.67,94.11,2015,10,2.976
Kohima,25.67,94.11,2015,11,0.545
Kohima,25.67,94.11,2015,12,0.371
Kohima,25.67,94.11,2016,1,0.357
Kohima,25.67,94.11,2016,2,0.647
Kohima,25.67,94.11,2016,3,1.591
Kohima,25.67,94.11,2016,4,5.291
Kohima,25.67,94.11,2016,5,7.785
Kohima,25.67,94.11,2016,6,7.885
Kohima,25.67,94.11,2016,7,10.073
Kohima,25.67,94.11,2016,8,4.917
Kohima,25.67,94.11,2016,9,6.653
Kohima,25.67,94.11,2016,10,2.969
Kohima,25.67,94.11,2016,11,1.758
Kohima,25.67,94.11,2016,12,0.112
Shillong,25.57,91.88,2007,1,0.047
Shillong,25.57,91.88,2007,2,2.544
Shillong,25.57,91.88,2007,3,0.87
Shillong,25.57,91.88,2007,4,11.772
Shillong,25.57,91.88,2007,5,9.04
Shillong,25.57,91.88,2007,6,17.754
Shillong,25.57,91.88,2007,7,17.958
Shillong,25.57,91.88,2007,8,9.415
Shillong,25.57,91.88,2007,9,12.713
Shillong,25.57,91.88,2007,10,4.942
Shillong,25.57,91.88,2007,11,1.944
Shillong,25.57,91.88,2007,12,0.078
Shillong,25.57,91.88,2008,1,1.116
Shillong,25.57,91.88,2008,2,0.233
Shillong,25.57,91.88,2008,3,5.156
Shillong,25.57,91.88,2008,4,4.882
Shillong,25.57,91.88,2008,5,6.803
Shillong,25.57,91.88,2008,6,13.882
Shillong,25.57,91.88,2008,7,11.83
Shillong,25.57,91.88,2008,8,15.304
Shillong,25.57,91.88,2008,9,5.007
Shillong,25.57,91.88,2008,10,4.945
Shillong,25.57,91.88,2008,11,0.172
Shillong,25.57,91.88,2008,12,0.105
Shillong,25.57,91.88,2009,1,0.0
Shillong,25.57,91.88,2009,2,0.344
Shillong,25.57,91.88,2009,3,2.009
Shillong,25.57,91.88,2009,4,6.779
Shillong,25.57,91.88,2009,5,10.22
Shillong,25.57,91.88,2009,6,9.451
Shillong,25.57,91.88,2009,7,16.299
Shillong,25.57,91.88,2009,8,15.893
Shillong,25.57,91.88,2009,9,7.228
Shillong,25.57,91.88,2009,10,6.322
Shillong,25.57,91.88,2009,11,0.219
Shillong,25.57,91.88,2009,12,1.159
Shillong,25.57,91.88,2010,1,0.006
Shillong,25.57,91.88,2010,2,0.04
Shillong,25.57,91.88,2010,3,3.173
Shillong,25.57,91.88,2010,4,15.3
Shillong,25.57,91.88,2010,5,15.406
Shillong,25.57,91.88,2010,6,21.761
Shillong,25.57,91.88,2010,7,12.867
Shillong,25.57,91.88,2010,8,11.353
Shillong,25.57,91.88,2010,9,14.184
Shillong,25.57,91.88,2010,10,6.01
Shillong,25.57,91.88,2010,11,0.269
Shillong,25.57,91.88,2010,12,0.736
Shillong,25.57,91.88,2011,1,0.073
Shillong,25.57,91.88,2011,2,0.346
Shillong,25.57,91.88,2011,3,2.098
Shillong,25.57,91.88,2011,4,2.186
Shillong,25.57,91.88,2011,5,8.657
Shillong,25.57,91.88,2011,6,16.631
Shillong,25.57,91.88,2011,7,11.621
Shillong,25.57,91.88,2011,8,19.923
Shillong,25.57,91.88,2011,9,11.06
Shillong,25.57,91.88,2011,10,0.418
Shillong,25.57,91.88,2011,11,0.16
Shillong,25.57,91.88,2011,12,0.018
Shillong,25.57,91.88,2012,1,0.447
Shillong,25.57,91.88,2012,2,0.531
Shillong,25.57,91.88,2012,3,1.063
Shillong,25.57,91.88,2012,4,13.017
Shillong,25.57,91.88,2012,5,8.455
Shillong,25.57,91.88,2012,6,25.167
Shillong,25.57,91.88,2012,7,17.762
Shillong,25.57,91.88,2012,8,12.983
Shillong,25.57,91.88,2012,9,7.178
Shillong,25.57,91.88,2012,10,4.922
Shillong,25.57,91.88,2012,11,0.771
Shillong,25.57,91.88,2012,12,1.222
Shillong,25.57,91.88,2013,1,0.0
Shillong,25.57,91.88,2013,2,0.357
Shillong,25.57,91.88,2013,3,0.828
Shillong,25.57,91.88,2013,4,5.058
Shillong,25.57,91.88,2013,5,21.15
Shillong,25.57,91.88,2013,6,11.887
Shillong,25.57,91.88,2013,7,13.773
Shillong,25.57,91.88,2013,8,10.498
Shillong,25.57,91.88,2013,9,7.436
Shillong,25.57,91.88,2013,10,9.401
Shillong,25.57,91.88,2013,11,0.0
Shillong,25.57,91.88,2013,12,0.016
Shillong,25.57,91.88,2014,1,0.039
Shillong,25.57,91.88,2014,2,1.179
Shillong,25.57,91.88,2014,3,1.01
Shillong,25.57,91.88,2014,4,2.256
Shillong,25.57,91.88,2014,5,10.883
Shillong,25.57,91.88,2014,6,16.868
Shillong,25.57,91.88,2014,7,7.969
Shillong,25.57,91.88,2014,8,15.066
Shillong,25.57,91.88,2014,9,17.699
Shillong,25.57,91.88,2014,10,2.054
Shillong,25.57,91.88,2014,11,0.003
Shillong,25.57,91.88,2014,12,0.005
Shillong,25.57,91.88,2015,1,0.383
Shillong,25.57,91.88,2015,2,0.943
Shillong,25.57,91.88,2015,3,1.037
Shillong,25.57,91.88,2015,4,11.835
Shillong,25.57,91.88,2015,5,14.657
Shillong,25.57,91.88,2015,6,17.653
Shillong,25.57,91.88,2015,7,14.598
Shillong,25.57,91.88,2015,8,17.685
Shillong,25.57,91.88,2015,9,12.972
Shillong,25.57,91.88,2015,10,2.54
Shillong,25.57,91.88,2015,11,0.198
Shillong,25.57,91.88,2015,12,0.565
Shillong,25.57,91.88,2016,1,1.455
Shillong,25.57,91.88,2016,2,0.537
Shillong,25.57,91.88,2016,3,3.309
Shillong,25.57,91.88,2016,4,23.342
Shillong,25.57,91.88,2016,5,19.636
Shillong,25.57,91.88,2016,6,18.498
Shillong,25.57,91.88,2016,7,37.867
Shillong,25.57,91.88,2016,8,8.314
Shillong,25.57,91.88,2016,9,13.234
Shillong,25.57,91.88,2016,10,6.409
Shillong,25.57,91.88,2016,11,0.963
Shillong,25.57,91.88,2016,12,0.155
