event_id,lat,lon,year,month,rainfall,rainfall_unit,rainfall_city,elevation,slope,terrain_distance_km,event_observed,sample_type
1056.0,27.04,88.264,2009,7,6.755,mm/day monthly mean,Gangtok,1651.0,4.124,28.21,1,catalogued_landslide
1102.0,27.2644,88.1365,2009,8,7.782,mm/day monthly mean,Gangtok,4481.0,5.853,35.936,1,catalogued_landslide
147.0,22.533,92.899,2007,7,18.371,mm/day monthly mean,Aizawl,1039.0,1.472,14.031,1,catalogued_landslide
,27.727068,89.446387,2009,7,6.755,mm/day monthly mean,Gangtok,3787.0,4.841,47.561,0,background_no_record
1127.0,25.1718,93.123,2009,8,7.68,mm/day monthly mean,Imphal,1036.0,1.488,15.298,1,catalogued_landslide
242.0,26.8833,88.2833,2007,9,5.628,mm/day monthly mean,Gangtok,1651.0,4.124,28.915,1,catalogued_landslide
,22.032471,93.444337,2009,8,12.018,mm/day monthly mean,Aizawl,1104.0,1.567,45.947,0,background_no_record
,23.439863,92.298634,2015,7,25.132,mm/day monthly mean,Aizawl,170.0,1.266,37.993,0,background_no_record
3813.0,27.1141,88.4658,2011,7,10.075,mm/day monthly mean,Gangtok,1651.0,4.124,49.822,1,catalogued_landslide
,22.45374,88.840946,2015,8,11.574,mm/day monthly mean,Agartala,4.0,0.028,24.504,0,background_no_record
9219.0,26.0101,94.5282,2016,7,10.073,mm/day monthly mean,Kohima,2295.0,3.184,57.876,1,catalogued_landslide
2422.0,23.741826,92.714191,2010,9,6.911,mm/day monthly mean,Aizawl,580.0,1.042,31.685,1,catalogued_landslide
,25.690024,88.516719,2015,8,8.47,mm/day monthly mean,Gangtok,38.0,0.032,48.469,0,background_no_record
5122.0,25.7658,93.9413,2013,7,10.405,mm/day monthly mean,Kohima,1751.0,2.391,8.629,1,catalogued_landslide
,23.777761,89.036134,2008,6,8.432,mm/day monthly mean,Agartala,12.0,0.025,9.342,0,background_no_record
,26.762906,91.686083,2015,8,12.859,mm/day monthly mean,Guwahati,1155.0,2.829,37.145,0,background_no_record
9142.0,26.3185,94.5247,2016,6,7.885,mm/day monthly mean,Kohima,2265.0,3.183,47.38,1,catalogued_landslide
,28.94989,88.697336,2015,8,8.47,mm/day monthly mean,Gangtok,4680.0,2.542,33.857,0,background_no_record
4435.0,27.174,95.8011,2012,6,16.413,mm/day monthly mean,Itanagar,1204.0,1.771,32.192,1,catalogued_landslide
,22.260766,94.757156,2010,10,9.152,mm/day monthly mean,Aizawl,142.0,0.359,38.294,0,background_no_record
,23.6986,96.365576,2012,6,8.632,mm/day monthly mean,Imphal,140.0,0.99,41.064,0,background_no_record
2043.0,26.7225,95.0281,2010,7,13.122,mm/day monthly mean,Itanagar,123.0,3.299,24.897,1,catalogued_landslide
6106.0,26.1407,91.7645,2014,6,12.959,mm/day monthly mean,Guwahati,51.0,1.609,31.319,1,catalogued_landslide
,27.589118,95.360643,2010,7,13.122,mm/day monthly mean,Itanagar,105.0,3.605,35.655,0,background_no_record
9074.0,27.1176,88.1069,2016,7,13.366,mm/day monthly mean,Gangtok,1651.0,4.124,21.919,1,catalogued_landslide
6783.0,26.8546,88.3373,2012,7,8.485,mm/day monthly mean,Gangtok,1651.0,4.124,34.926,1,catalogued_landslide
2423.0,23.735045,92.710609,2010,9,6.911,mm/day monthly mean,Aizawl,580.0,1.042,32.324,1,catalogued_landslide
5300.0,25.318,94.0441,2013,8,8.951,mm/day monthly mean,Kohima,1000.0,1.887,25.628,1,catalogued_landslide
7383.0,23.899,94.1434,2015,8,8.21,mm/day monthly mean,Imphal,1295.0,1.654,15.38,1,catalogued_landslide
6775.0,26.1468,91.6469,2015,2,0.739,mm/day monthly mean,Guwahati,51.0,1.609,40.519,1,catalogued_landslide
,21.599759,95.460286,2015,2,0.72,mm/day monthly mean,Aizawl,142.0,0.359,65.107,0,background_no_record
,26.021889,95.149989,2010,9,6.686,mm/day monthly mean,Kohima,2265.0,3.183,37.082,0,background_no_record
8012.0,25.9703,91.8584,2015,9,9.843,mm/day monthly mean,Guwahati,885.0,1.28,32.327,1,catalogued_landslide
,23.000749,88.348116,2015,7,21.964,mm/day monthly mean,Agartala,23.0,0.028,44.177,0,background_no_record
5533.0,27.0599,88.4674,2013,9,3.464,mm/day monthly mean,Gangtok,1651.0,4.124,48.037,1,catalogued_landslide
2034.0,26.8712,88.3052,2010,7,10.173,mm/day monthly mean,Gangtok,1651.0,4.124,31.355,1,catalogued_landslide
870.0,27.4,92.35,2008,10,3.06,mm/day monthly mean,Itanagar,3096.0,4.235,39.047,1,catalogued_landslide
2574.0,25.4749,93.1477,2010,10,4.221,mm/day monthly mean,Kohima,133.0,2.358,29.95,1,catalogued_landslide
,29.168474,92.323034,2007,6,16.785,mm/day monthly mean,Itanagar,5262.0,2.268,51.633,0,background_no_record
,23.073937,91.27206,2009,5,9.682,mm/day monthly mean,Agartala,10.0,0.233,33.142,0,background_no_record
5343.0,24.7625,93.4341,2013,8,9.71,mm/day monthly mean,Imphal,249.0,1.524,54.423,1,catalogued_landslide
7836.0,24.042,92.6724,2015,8,13.468,mm/day monthly mean,Aizawl,580.0,1.042,39.252,1,catalogued_landslide
319.0,25.4379,94.1162,2007,10,2.635,mm/day monthly mean,Kohima,1751.0,2.391,32.32,1,catalogued_landslide
7375.0,25.1941,94.4481,2015,8,9.702,mm/day monthly mean,Kohima,1000.0,1.887,46.54,1,catalogued_landslide
6015.0,27.9032,96.174,2014,5,13.092,mm/day monthly mean,Itanagar,2579.0,3.605,35.393,1,catalogued_landslide
4610.0,23.7705,92.5217,2012,11,1.06,mm/day monthly mean,Aizawl,580.0,1.042,49.556,1,catalogued_landslide
,23.156164,90.520716,2010,8,8.742,mm/day monthly mean,Agartala,10.0,0.233,49.784,0,background_no_record
1930.0,28.4298,95.8776,2010,5,8.252,mm/day monthly mean,Itanagar,2579.0,3.605,30.047,1,catalogued_landslide
,28.82239,92.469166,2010,8,13.444,mm/day monthly mean,Itanagar,5262.0,2.268,45.779,0,background_no_record
,22.556823,93.643797,2015,7,25.132,mm/day monthly mean,Aizawl,291.0,1.185,37.197,0,background_no_record
,22.524909,92.003859,2012,9,5.902,mm/day monthly mean,Aizawl,50.0,1.536,10.359,0,background_no_record
,29.068217,90.033834,2014,9,4.608,mm/day monthly mean,Gangtok,4959.0,2.135,30.006,0,background_no_record
5552.0,25.0985,94.3619,2013,9,8.148,mm/day monthly mean,Imphal,1000.0,1.887,36.452,1,catalogued_landslide
,26.825478,94.00125,2010,8,13.444,mm/day monthly mean,Itanagar,81.0,3.361,13.291,0,background_no_record
1613.0,27.8997,93.3497,2010,4,10.28,mm/day monthly mean,Itanagar,3706.0,4.22,46.511,1,catalogued_landslide
5430.0,24.9037,93.487,2013,9,8.148,mm/day monthly mean,Imphal,1036.0,1.488,53.315,1,catalogued_landslide
1091.0,27.024598,88.438496,2009,8,7.782,mm/day monthly mean,Gangtok,1651.0,4.124,44.342,1,catalogued_landslide
,25.011292,87.716121,2015,6,5.97,mm/day monthly mean,Gangtok,23.0,0.022,29.939,0,background_no_record
9464.0,27.5754,91.9754,2016,8,3.98,mm/day monthly mean,Guwahati,3096.0,4.235,2.736,1,catalogued_landslide
7591.0,25.0318,92.4584,2015,3,1.037,mm/day monthly mean,Shillong,15.0,1.488,46.64,1,catalogued_landslide
9604.0,27.2676,88.2891,2016,10,2.604,mm/day monthly mean,Gangtok,4481.0,5.853,43.595,1,catalogued_landslide
,25.558342,97.417745,2013,10,3.412,mm/day monthly mean,Kohima,1700.0,2.199,45.106,0,background_no_record
1125.0,27.3746,88.7648,2009,8,7.782,mm/day monthly mean,Gangtok,3787.0,4.841,31.337,1,catalogued_landslide
8223.0,23.7348,92.7187,2015,9,9.021,mm/day monthly mean,Aizawl,580.0,1.042,31.587,1,catalogued_landslide
,23.90759,92.38584,2012,9,5.902,mm/day monthly mean,Aizawl,81.0,1.28,39.664,0,background_no_record
2436.0,24.3069,93.125,2010,9,6.911,mm/day monthly mean,Aizawl,249.0,1.524,22.391,1,catalogued_landslide
,27.223257,94.88984,2010,8,13.444,mm/day monthly mean,Itanagar,123.0,3.299,32.807,0,background_no_record
,23.341712,87.874126,2013,8,8.056,mm/day monthly mean,Agartala,23.0,0.028,17.42,0,background_no_record
133.0,23.9304,88.2374,2007,7,22.951,mm/day monthly mean,Agartala,22.0,0.017,25.55,1,catalogued_landslide
4861.0,24.9926,93.4946,2013,5,11.091,mm/day monthly mean,Imphal,1036.0,1.488,51.014,1,catalogued_landslide
,23.62696,97.191764,2011,7,9.452,mm/day monthly mean,Imphal,166.0,0.952,31.999,0,background_no_record
,22.47466,92.563299,2010,8,9.232,mm/day monthly mean,Aizawl,1039.0,1.472,47.596,0,background_no_record
7887.0,27.8835,96.9262,2015,8,16.256,mm/day monthly mean,Itanagar,2410.0,3.269,33.973,1,catalogued_landslide
,25.323018,91.668894,2015,6,17.653,mm/day monthly mean,Shillong,15.0,1.488,42.134,0,background_no_record
,24.00056,88.009605,2010,8,8.742,mm/day monthly mean,Agartala,22.0,0.017,16.215,0,background_no_record
2576.0,25.4788,94.1399,2010,10,4.221,mm/day monthly mean,Kohima,1751.0,2.391,29.19,1,catalogued_landslide
3632.0,27.0638,88.4659,2011,6,5.607,mm/day monthly mean,Gangtok,1651.0,4.124,48.01,1,catalogued_landslide
,23.393299,94.960143,2013,7,11.306,mm/day monthly mean,Imphal,257.0,1.513,17.958,0,background_no_record
,22.037333,89.51979,2010,9,6.237,mm/day monthly mean,Agartala,9.0,0.013,49.676,0,background_no_record
4313.0,28.4659,95.86,2012,4,6.354,mm/day monthly mean,Itanagar,2579.0,3.605,34.414,1,catalogued_landslide
,23.827343,92.650571,2013,6,9.709,mm/day monthly mean,Aizawl,580.0,1.042,35.672,0,background_no_record
,28.138318,95.582515,2011,5,8.738,mm/day monthly mean,Itanagar,2579.0,3.605,41.215,0,background_no_record
2283.0,24.8961,93.4957,2010,8,4.347,mm/day monthly mean,Imphal,1036.0,1.488,54.456,1,catalogued_landslide
8930.0,26.1699,94.4922,2016,7,10.073,mm/day monthly mean,Kohima,110.0,3.184,52.102,1,catalogued_landslide
6282.0,26.1097,91.7747,2014,9,13.389,mm/day monthly mean,Guwahati,51.0,1.609,32.999,1,catalogued_landslide
5087.0,25.6269,94.1139,2013,7,10.405,mm/day monthly mean,Kohima,1751.0,2.391,14.617,1,catalogued_landslide
,24.106603,91.204597,2010,10,7.892,mm/day monthly mean,Agartala,3.0,0.243,34.854,0,background_no_record
7279.0,24.9818,93.5142,2015,7,12.858,mm/day monthly mean,Imphal,1000.0,1.887,50.427,1,catalogued_landslide
,28.327225,89.839395,2009,8,7.782,mm/day monthly mean,Gangtok,6424.0,5.807,22.544,0,background_no_record
,24.653006,91.666096,2012,11,1.466,mm/day monthly mean,Agartala,23.0,1.476,39.255,0,background_no_record
,21.888554,92.107696,2015,7,25.132,mm/day monthly mean,Aizawl,29.0,1.567,16.642,0,background_no_record
,25.505929,88.938975,2014,7,5.992,mm/day monthly mean,Gangtok,38.0,0.032,23.395,0,background_no_record
,23.098205,95.541245,2010,9,6.467,mm/day monthly mean,Imphal,85.0,1.07,49.337,0,background_no_record
258.0,24.4279,94.0564,2007,9,5.586,mm/day monthly mean,Imphal,788.0,0.874,7.599,1,catalogued_landslide
2566.0,25.4769,94.1351,2010,10,4.221,mm/day monthly mean,Kohima,1751.0,2.391,29.148,1,catalogued_landslide
,21.927055,93.411438,2011,8,14.873,mm/day monthly mean,Aizawl,1104.0,1.567,43.198,0,background_no_record
141.0,25.38,91.88,2007,7,17.958,mm/day monthly mean,Shillong,15.0,1.488,34.327,1,catalogued_landslide
7335.0,25.5145,90.2023,2015,8,12.859,mm/day monthly mean,Guwahati,31.0,1.163,29.651,1,catalogued_landslide
4858.0,26.1662,91.7138,2013,5,15.906,mm/day monthly mean,Guwahati,51.0,1.609,33.681,1,catalogued_landslide
,24.235416,94.676391,2013,10,3.615,mm/day monthly mean,Imphal,204.0,1.59,42.102,0,background_no_record
,22.45738,91.149194,2010,6,15.652,mm/day monthly mean,Agartala,3.0,0.243,23.532,0,background_no_record
,29.354448,93.703577,2016,8,7.072,mm/day monthly mean,Itanagar,4230.0,5.203,68.05,0,background_no_record
,29.20569,95.320052,2013,10,5.803,mm/day monthly mean,Itanagar,2204.0,2.953,54.806,0,background_no_record
6287.0,26.1295,91.7056,2014,9,13.389,mm/day monthly mean,Guwahati,51.0,1.609,36.669,1,catalogued_landslide
,28.50004,96.011316,2013,2,0.305,mm/day monthly mean,Itanagar,2741.0,3.033,33.372,0,background_no_record
,24.732275,92.241687,2010,9,14.184,mm/day monthly mean,Shillong,23.0,1.476,37.792,0,background_no_record
9404.0,28.0822,96.5316,2016,5,8.407,mm/day monthly mean,Itanagar,2410.0,3.269,47.252,1,catalogued_landslide
,22.632767,91.982456,2008,6,9.184,mm/day monthly mean,Aizawl,50.0,1.536,2.437,0,background_no_record
,22.175946,96.859398,2009,8,7.68,mm/day monthly mean,Imphal,615.0,0.756,24.344,0,background_no_record
9620.0,27.172,88.5292,2016,10,2.604,mm/day monthly mean,Gangtok,465.0,5.853,53.015,1,catalogued_landslide
3932.0,25.83,94.13,2011,8,9.106,mm/day monthly mean,Kohima,1751.0,2.391,18.721,1,catalogued_landslide
7038.0,26.8781,88.2807,2015,7,5.286,mm/day monthly mean,Gangtok,1651.0,4.124,28.809,1,catalogued_landslide
,26.723377,97.053494,2016,10,2.969,mm/day monthly mean,Kohima,2419.0,3.282,25.208,0,background_no_record
595.0,26.885,88.2778,2008,6,6.378,mm/day monthly mean,Gangtok,1651.0,4.124,28.34,1,catalogued_landslide
2164.0,25.309863,94.482147,2010,7,8.907,mm/day monthly mean,Kohima,1000.0,1.887,54.272,1,catalogued_landslide
2247.0,26.148,94.8422,2010,8,4.905,mm/day monthly mean,Kohima,2265.0,3.183,25.375,1,catalogued_landslide
9215.0,27.1758,88.5294,2016,1,0.273,mm/day monthly mean,Gangtok,465.0,5.853,53.199,1,catalogued_landslide
94.0,26.8096,88.526,2007,6,3.381,mm/day monthly mean,Gangtok,465.0,5.853,49.365,1,catalogued_landslide
,28.922363,95.221084,2015,7,9.851,mm/day monthly mean,Itanagar,2204.0,2.953,25.469,0,background_no_record
,27.393646,96.364029,2007,9,11.856,mm/day monthly mean,Itanagar,167.0,3.515,40.601,0,background_no_record
,21.513286,88.620704,2013,8,8.056,mm/day monthly mean,Agartala,6.0,0.004,66.809,0,background_no_record
,28.158078,95.547644,2010,6,19.88,mm/day monthly mean,Itanagar,2579.0,3.605,44.421,0,background_no_record
,25.997366,88.518942,2011,7,10.075,mm/day monthly mean,Gangtok,38.0,0.032,57.839,0,background_no_record
,25.936678,88.138173,2015,8,8.47,mm/day monthly mean,Gangtok,36.0,0.035,28.848,0,background_no_record
6970.0,25.5084,90.2191,2015,6,11.463,mm/day monthly mean,Guwahati,31.0,1.163,31.308,1,catalogued_landslide
,26.227324,87.728039,2010,8,8.703,mm/day monthly mean,Gangtok,59.0,2.32,29.293,0,background_no_record
5084.0,25.616,94.1167,2013,7,10.405,mm/day monthly mean,Kohima,1751.0,2.391,15.612,1,catalogued_landslide
1954.0,24.7543,93.5039,2010,6,10.687,mm/day monthly mean,Imphal,788.0,0.874,59.106,1,catalogued_landslide
2025.0,25.5728,91.885,2010,6,21.761,mm/day monthly mean,Shillong,885.0,1.28,19.033,1,catalogued_landslide
6964.0,27.0087,88.443,2015,6,5.97,mm/day monthly mean,Gangtok,1651.0,4.124,44.467,1,catalogued_landslide
545.0,24.9849,92.8411,2008,5,4.622,mm/day monthly mean,Imphal,1036.0,1.488,19.886,1,catalogued_landslide
,26.429326,89.212913,2014,7,5.992,mm/day monthly mean,Gangtok,60.0,2.319,24.069,0,background_no_record
,26.902445,94.632582,2011,7,19.513,mm/day monthly mean,Itanagar,123.0,3.299,36.733,0,background_no_record
,22.927534,89.49542,2016,10,6.461,mm/day monthly mean,Agartala,10.0,0.019,61.194,0,background_no_record
,22.864744,96.751201,2015,7,12.858,mm/day monthly mean,Imphal,652.0,0.826,37.467,0,background_no_record
3760.0,25.6703,94.1095,2011,7,9.531,mm/day monthly mean,Kohima,1751.0,2.391,11.786,1,catalogued_landslide
,21.558516,90.280221,2010,6,15.652,mm/day monthly mean,Agartala,9.0,0.013,56.984,0,background_no_record
3837.0,26.5836,93.0038,2011,7,19.513,mm/day monthly mean,Itanagar,461.0,1.88,28.535,1,catalogued_landslide
255.0,24.2451,94.0691,2007,9,5.586,mm/day monthly mean,Imphal,788.0,0.874,26.29,1,catalogued_landslide
6966.0,26.9974,88.4314,2015,6,5.97,mm/day monthly mean,Gangtok,1651.0,4.124,43.147,1,catalogued_landslide
,24.466384,96.76765,2012,9,7.049,mm/day monthly mean,Imphal,415.0,0.401,23.527,0,background_no_record
7972.0,23.4495,92.8112,2015,8,13.468,mm/day monthly mean,Aizawl,959.0,1.325,30.58,1,catalogued_landslide
,28.964186,95.543609,2007,9,11.856,mm/day monthly mean,Itanagar,2741.0,3.033,48.04,0,background_no_record
7655.0,27.5799,91.8569,2016,4,14.264,mm/day monthly mean,Guwahati,3096.0,4.235,14.215,1,catalogued_landslide
2567.0,25.6633,94.4703,2010,10,4.221,mm/day monthly mean,Kohima,1751.0,2.391,47.4,1,catalogued_landslide
,24.640582,88.300493,2007,9,5.628,mm/day monthly mean,Gangtok,29.0,0.025,35.649,0,background_no_record
,29.413064,93.059694,2016,10,3.386,mm/day monthly mean,Itanagar,4375.0,4.276,68.416,0,background_no_record
8684.0,25.9611,91.3681,2016,7,18.564,mm/day monthly mean,Guwahati,829.0,1.198,46.292,1,catalogued_landslide
2344.0,24.7505,93.4221,2010,8,4.347,mm/day monthly mean,Imphal,249.0,1.524,52.659,1,catalogued_landslide
,23.836475,92.401975,2016,5,13.977,mm/day monthly mean,Aizawl,81.0,1.28,40.934,0,background_no_record
,22.548462,88.737538,2016,7,15.384,mm/day monthly mean,Agartala,4.0,0.028,28.034,0,background_no_record
1084.0,27.7,92.8,2009,8,16.999,mm/day monthly mean,Itanagar,810.0,6.093,24.837,1,catalogued_landslide
3269.0,28.0791,96.5242,2011,3,3.812,mm/day monthly mean,Itanagar,2410.0,3.269,48.039,1,catalogued_landslide
,26.348127,96.17739,2011,6,8.031,mm/day monthly mean,Kohima,289.0,3.104,17.833,0,background_no_record
868.0,26.3333,91.25,2008,10,3.599,mm/day monthly mean,Guwahati,49.0,1.612,24.925,1,catalogued_landslide
3916.0,25.7713,93.8067,2011,8,9.106,mm/day monthly mean,Kohima,1751.0,2.391,20.563,1,catalogued_landslide
,28.309049,89.05213,2011,7,10.075,mm/day monthly mean,Gangtok,5199.0,4.022,15.022,0,background_no_record
,21.698876,93.05198,2013,9,8.986,mm/day monthly mean,Aizawl,1104.0,1.567,33.911,0,background_no_record
6107.0,26.1844,91.7896,2014,6,12.959,mm/day monthly mean,Guwahati,51.0,1.609,26.299,1,catalogued_landslide
9335.0,24.5202,92.7239,2016,5,13.977,mm/day monthly mean,Aizawl,249.0,1.524,28.426,1,catalogued_landslide
,22.490958,87.90947,2010,5,13.168,mm/day monthly mean,Agartala,6.0,0.025,16.911,0,background_no_record
3662.0,25.035617,94.01442,2011,6,8.932,mm/day monthly mean,Imphal,1000.0,1.887,6.327,1,catalogued_landslide
6286.0,26.1044,91.7082,2014,9,13.389,mm/day monthly mean,Guwahati,51.0,1.609,38.21,1,catalogued_landslide
,24.207652,95.944789,2011,8,10.477,mm/day monthly mean,Imphal,227.0,0.444,30.031,0,background_no_record
8996.0,26.1768,91.7702,2016,7,18.564,mm/day monthly mean,Guwahati,51.0,1.609,28.357,1,catalogued_landslide
7660.0,25.6237,94.1136,2015,8,9.702,mm/day monthly mean,Kohima,1751.0,2.391,14.819,1,catalogued_landslide
1055.0,26.8826,88.2788,2009,7,6.755,mm/day monthly mean,Gangtok,1651.0,4.124,28.501,1,catalogued_landslide
,22.2989,89.543974,2010,10,7.892,mm/day monthly mean,Agartala,9.0,0.013,57.536,0,background_no_record
3617.0,26.84851,88.261817,2011,6,5.607,mm/day monthly mean,Gangtok,1651.0,4.124,28.093,1,catalogued_landslide
,28.326757,90.489437,2009,8,7.782,mm/day monthly mean,Gangtok,6424.0,5.807,50.569,0,background_no_record
1987.0,25.2269,93.1658,2010,6,10.687,mm/day monthly mean,Imphal,1036.0,1.488,22.513,1,catalogued_landslide
,27.761882,88.3273,2016,10,2.604,mm/day monthly mean,Gangtok,4481.0,5.853,39.028,0,background_no_record
,27.315957,95.186475,2010,8,13.444,mm/day monthly mean,Itanagar,105.0,3.605,33.157,0,background_no_record
7266.0,25.5098,93.8794,2015,7,11.474,mm/day monthly mean,Kohima,1751.0,2.391,25.236,1,catalogued_landslide
,27.116017,93.979485,2010,8,13.444,mm/day monthly mean,Itanagar,81.0,3.361,19.125,0,background_no_record
285.0,24.1293,92.6921,2007,9,9.344,mm/day monthly mean,Aizawl,580.0,1.042,43.688,1,catalogued_landslide
6290.0,25.5772,91.8666,2014,9,17.699,mm/day monthly mean,Shillong,885.0,1.28,19.839,1,catalogued_landslide
,26.019605,93.224305,2016,7,10.073,mm/day monthly mean,Kohima,461.0,1.88,40.858,0,background_no_record
,23.099266,87.573623,2015,6,12.299,mm/day monthly mean,Agartala,23.0,0.028,46.163,0,background_no_record
,25.490536,92.81411,2010,9,14.184,mm/day monthly mean,Shillong,133.0,2.358,30.62,0,background_no_record
3805.0,27.053742,88.425724,2011,7,10.075,mm/day monthly mean,Gangtok,1651.0,4.124,43.878,1,catalogued_landslide
2569.0,25.2745,94.0212,2010,10,4.221,mm/day monthly mean,Kohima,1000.0,1.887,20.515,1,catalogued_landslide
,28.830784,92.309104,2010,4,10.28,mm/day monthly mean,Itanagar,5262.0,2.268,30.309,0,background_no_record
5268.0,26.0137,94.5163,2013,8,8.951,mm/day monthly mean,Kohima,2295.0,3.184,59.079,1,catalogued_landslide
,24.566559,94.796857,2009,8,7.68,mm/day monthly mean,Imphal,204.0,1.59,23.034,0,background_no_record
,29.229855,93.460426,2010,6,19.88,mm/day monthly mean,Itanagar,4375.0,4.276,65.491,0,background_no_record
,21.786742,97.097745,2008,8,8.666,mm/day monthly mean,Imphal,615.0,0.756,25.769,0,background_no_record
,28.103196,90.45359,2011,7,10.075,mm/day monthly mean,Gangtok,6424.0,5.807,45.329,0,background_no_record
4411.0,27.339,88.6065,2012,6,3.636,mm/day monthly mean,Gangtok,3787.0,4.841,46.191,1,catalogued_landslide
585.0,27.0998,93.6287,2008,6,15.435,mm/day monthly mean,Itanagar,81.0,3.361,40.608,1,catalogued_landslide
,26.475182,96.081253,2011,7,9.531,mm/day monthly mean,Kohima,289.0,3.104,18.357,0,background_no_record
3683.0,25.8782,94.1739,2011,7,9.531,mm/day monthly mean,Kohima,1751.0,2.391,25.634,1,catalogued_landslide
5441.0,28.611,94.9829,2013,9,6.669,mm/day monthly mean,Itanagar,2204.0,2.953,21.082,1,catalogued_landslide
,26.172784,93.998466,2009,6,4.892,mm/day monthly mean,Kohima,110.0,3.184,17.149,0,background_no_record
3663.0,25.6682,94.1099,2011,6,8.031,mm/day monthly mean,Kohima,1751.0,2.391,11.91,1,catalogued_landslide
269.0,27.2872,88.2816,2007,9,5.628,mm/day monthly mean,Gangtok,4481.0,5.853,41.47,1,catalogued_landslide
142.0,25.5212,90.232,2007,7,11.888,mm/day monthly mean,Guwahati,31.0,1.163,31.26,1,catalogued_landslide
,28.867764,89.155317,2011,9,5.634,mm/day monthly mean,Gangtok,4680.0,2.542,16.902,0,background_no_record
4241.0,25.1604,93.6795,2012,3,1.512,mm/day monthly mean,Imphal,1000.0,1.887,33.176,1,catalogued_landslide
1107.0,27.0736,88.4779,2009,8,7.782,mm/day monthly mean,Gangtok,1651.0,4.124,49.457,1,catalogued_landslide
,24.652856,88.811087,2007,7,22.951,mm/day monthly mean,Agartala,14.0,0.022,27.658,0,background_no_record
,27.124268,93.837698,2016,4,9.264,mm/day monthly mean,Itanagar,81.0,3.361,25.608,0,background_no_record
215.0,25.7428,93.9136,2007,8,3.372,mm/day monthly mean,Kohima,1751.0,2.391,9.436,1,catalogued_landslide
3830.0,24.3527,94.3429,2011,7,9.452,mm/day monthly mean,Imphal,788.0,0.874,37.207,1,catalogued_landslide
,27.084966,95.879802,2010,10,2.337,mm/day monthly mean,Itanagar,1204.0,1.771,19.596,0,background_no_record
,22.336921,96.539733,2016,7,9.359,mm/day monthly mean,Imphal,652.0,0.826,56.686,0,background_no_record
9338.0,24.4638,92.4943,2016,5,13.977,mm/day monthly mean,Aizawl,23.0,1.476,50.038,1,catalogued_landslide
,27.676099,94.116613,2007,9,11.856,mm/day monthly mean,Itanagar,2387.0,3.361,16.952,0,background_no_record
,22.743533,96.243144,2016,7,9.359,mm/day monthly mean,Imphal,119.0,1.02,28.585,0,background_no_record
,29.340217,92.085606,2011,7,19.513,mm/day monthly mean,Itanagar,5262.0,2.268,60.643,0,background_no_record
,24.13889,88.945242,2009,8,11.286,mm/day monthly mean,Agartala,12.0,0.025,32.053,0,background_no_record
2296.0,27.167,88.3652,2010,8,8.703,mm/day monthly mean,Gangtok,1651.0,4.124,43.786,1,catalogued_landslide
7388.0,24.416,94.0984,2015,8,8.21,mm/day monthly mean,Imphal,788.0,0.874,11.806,1,catalogued_landslide
,25.565339,92.39502,2009,5,10.22,mm/day monthly mean,Shillong,885.0,1.28,42.701,0,background_no_record
,25.650867,90.659291,2013,7,10.499,mm/day monthly mean,Guwahati,829.0,1.198,34.75,0,background_no_record
,26.474336,90.231872,2007,10,3.7,mm/day monthly mean,Guwahati,54.0,1.148,28.315,0,background_no_record
7035.0,25.4243,88.2746,2015,6,5.97,mm/day monthly mean,Gangtok,36.0,0.035,41.963,1,catalogued_landslide
1089.0,26.7914,88.363,2009,8,7.782,mm/day monthly mean,Gangtok,1651.0,4.124,39.852,1,catalogued_landslide
,24.011147,94.926926,2015,9,6.209,mm/day monthly mean,Imphal,532.0,1.112,18.884,0,background_no_record
,24.710844,96.456349,2013,9,8.148,mm/day monthly mean,Imphal,227.0,0.444,53.183,0,background_no_record
241.0,27.201,88.4883,2007,9,5.628,mm/day monthly mean,Gangtok,1651.0,4.124,56.105,1,catalogued_landslide
,23.66607,94.599047,2010,6,10.687,mm/day monthly mean,Imphal,532.0,1.112,45.895,0,background_no_record
3840.0,24.6869,93.9157,2011,7,9.452,mm/day monthly mean,Imphal,788.0,0.874,25.266,1,catalogued_landslide
,21.536001,92.646293,2016,10,8.261,mm/day monthly mean,Aizawl,1104.0,1.567,63.215,0,background_no_record
,27.795395,94.148509,2007,4,7.658,mm/day monthly mean,Itanagar,2387.0,3.361,29.595,0,background_no_record
,27.763681,93.199338,2011,6,9.95,mm/day monthly mean,Itanagar,810.0,6.093,29.638,0,background_no_record
,24.037111,97.028994,2015,8,8.21,mm/day monthly mean,Imphal,166.0,0.952,20.463,0,background_no_record
2345.0,27.3392,88.6188,2010,8,8.703,mm/day monthly mean,Gangtok,3787.0,4.841,45.163,1,catalogued_landslide
9138.0,26.9015,88.4719,2016,7,13.366,mm/day monthly mean,Gangtok,1651.0,4.124,47.035,1,catalogued_landslide
,24.145886,96.803846,2015,8,8.21,mm/day monthly mean,Imphal,166.0,0.952,37.99,0,background_no_record
4990.0,27.3765,88.7628,2013,6,5.723,mm/day monthly mean,Gangtok,3787.0,4.841,31.342,1,catalogued_landslide
252.0,25.4993,94.1192,2007,9,4.389,mm/day monthly mean,Kohima,1751.0,2.391,26.203,1,catalogued_landslide
,22.339838,91.485525,2009,8,11.286,mm/day monthly mean,Agartala,3.0,0.243,58.696,0,background_no_record
6513.0,23.0137,91.7174,2014,8,12.491,mm/day monthly mean,Agartala,170.0,1.266,38.028,1,catalogued_landslide
